大專院校名稱,補助計畫摘要,補助計畫,補助經費
國立中興大學,109年國立大學校院校務及附設醫院基金補助-北教.中興.北科.空大3月份 01--304510,國立大學校院校務及附設醫院基金,20957000
國立臺北科技大學,109年國立大學校院校務及附設醫院基金補助-北教.中興.北科.空大3月份 01--304510,國立大學校院校務及附設醫院基金,74870000
國立空中大學,109年國立大學校院校務及附設醫院基金補助-北教.中興.北科.空大3月份 01--304510,國立大學校院校務及附設醫院基金,600000
國立中正大學,109年國立大學校院校務及附設醫院基金補助-中正.聯合.高師.高科3月份 01--304510,國立大學校院校務及附設醫院基金,5000000
國立聯合大學,109年國立大學校院校務及附設醫院基金補助-中正.聯合.高師.高科3月份 01--304510,國立大學校院校務及附設醫院基金,1850000
國立高雄師範大學,109年國立大學校院校務及附設醫院基金補助-中正.聯合.高師.高科3月份 01--304510,國立大學校院校務及附設醫院基金,9671000
國立高雄科技大學,109年國立大學校院校務及附設醫院基金補助-中正.聯合.高師.高科3月份 01--304510,國立大學校院校務及附設醫院基金,8637000
國立臺北教育大學,108年大專校院無障礙環境補助及實地訪視（專案2，國立臺北教育大學） 06--304510,學生事務與特殊教育行政及督導,10510000
國立陽明大學,補助山坡地整治案 04--304510,高等教育行政及督導,11800000
國立嘉義大學,(補助)17門新型態資安實務示範課程計畫案 07--304510,資訊與科技教育行政及督導,400000
國立聯合大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,950000
國立金門大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,400000
國立清華大學,109年科技輔助自主學習推動計畫 03--304510,資訊與科技教育行政及督導,200000
國立臺灣科技大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,1150000
國立屏東科技大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,1700000
國立臺北科技大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立陽明大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,3500000
國立澎湖科技大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立雲林科技大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立臺灣藝術大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,3040000
國立彰化師範大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立臺灣大學,109年度新工程教育方法實驗與建構計畫-A類計畫補助款 07--304510,資訊與科技教育行政及督導,234000
國立清華大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立政治大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,1200000
國立交通大學,109年度教育體系資安檢核技術服務計畫 03--304510,資訊與科技教育行政及督導,1000000
國立中興大學,教育部補助智慧網技術與應用跨校教學聯盟中心109年度計畫核定經費彙總表 07--304510,資訊與科技教育行政及督導,70000
國立臺灣師範大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,4000000
國立臺灣戲曲學院,補助「國立技專校院校務發展特色躍升計畫」 05--304510,技術職業教育行政及督導,4500000
國立臺北大學,109年補助大專院校改善無障礙校園環境 06--304510,學生事務與特殊教育行政及督導,210000
國立中山大學,部份補助國立中山大學辦理[109年度臺灣學術網路(TANet)青少年網路內容防護計畫] 03--304510,資訊與科技教育行政及督導,1500000
國立臺灣師範大學,同意全額補助辦理「109年度智慧創新跨領域人才培育計畫」推動中心計畫 02--304510,高等教育行政及督導,3316313
國立彰化師範大學,109年國立大學校院校務及附設醫院基金補助-彰師.屏東.南護.高餐.中科3月份 01--304510,國立大學校院校務及附設醫院基金,13260000
國立屏東大學,109年國立大學校院校務及附設醫院基金補助-彰師.屏東.南護.高餐.中科3月份 01--304510,國立大學校院校務及附設醫院基金,9670000
國立臺南護理專科學校,109年國立大學校院校務及附設醫院基金補助-彰師.屏東.南護.高餐.中科3月份 01--304510,國立大學校院校務及附設醫院基金,1500000
國立高雄餐旅大學,109年國立大學校院校務及附設醫院基金補助-彰師.屏東.南護.高餐.中科3月份 01--304510,國立大學校院校務及附設醫院基金,7709000
國立臺中科技大學,109年國立大學校院校務及附設醫院基金補助-彰師.屏東.南護.高餐.中科3月份 01--304510,國立大學校院校務及附設醫院基金,15347000
國立臺南護理專科學校,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,100000
國立臺東大學,1-2 辦理109年輔導及補助華語文教育機構計畫補助經費 03--304510,國際及兩岸教育交流,76598
國立彰化師範大學,1-2 109年輔導及補助華語文中心優化計畫補助經費 03--304510,國際及兩岸教育交流,20000
國立聯合大學,教育部設置太陽光電發電設備獎勵 01--304510,資訊與科技教育行政及督導,100000
國立雲林科技大學,109年度國立大學校院校務及附設醫院基金獎補助-雲科-第1季 01--304510,國立大學校院校務及附設醫院基金,5647000
國立臺北商業大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,235000
國立屏東大學,教育部設置太陽光電發電設備獎勵 01--304510,資訊與科技教育行政及督導,100000
國立高雄師範大學,教育部設置太陽光電發電設備獎勵 01--304510,資訊與科技教育行政及督導,100000
國立中山大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,940000
國立高雄大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,180000
國立高雄科技大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,340000
國立臺北護理健康大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,141740
國立聯合大學,教育部補助高級中等以上學校校園能資源管理及環境安全衛生計畫作業要點 01--304510,資訊與科技教育行政及督導,1100000
國立臺灣科技大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,540000
國立臺灣大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,760000
國立交通大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,470000
國立清華大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,540000
國立雲林科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,673630
國立交通大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,510000
國立成功大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,140000
國立中正大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,289000
國立中興大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,287000
國立中山大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,140000
國立澎湖科技大學,同意補助辦理5G行動寬頻跨校教學聯盟第2期計畫 07--304510,資訊與科技教育行政及督導,287000
國立臺北科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,1040800
國立雲林科技大學,109學年度「產學攜手合作計畫」銜接技專端開班經費補助 01--304510,技術職業教育行政及督導,550000
國立虎尾科技大學,109學年度「產學攜手合作計畫」銜接技專端開班經費補助 01--304510,技術職業教育行政及督導,620000
國立臺北商業大學,109學年度「產學攜手合作計畫」銜接技專端開班經費補助 01--304510,技術職業教育行政及督導,45000
國立澎湖科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,129500
國立臺灣科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,518500
國立屏東大學,109學年度「產學攜手合作計畫」銜接技專端開班經費補助 01--304510,技術職業教育行政及督導,150000
國立澎湖科技大學,教育部設置太陽光電發電設備獎勵 01--304510,資訊與科技教育行政及督導,200000
國立臺中科技大學,行政院補助-教育部協助大專校院因應嚴重特殊傳染性肺炎影響衝擊補助 02--304510,技術職業教育行政及督導,400000
國立臺南藝術大學,109年度國立大學校院校務及附設醫院基金(獎補助)-北護.南藝-第1季 01--304510,國立大學校院校務及附設醫院基金,2000000
